               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.021115,            0.011113,                   0,             0.98104,             0.95726,              0.9816,             0.78952,            0.024666,           0.0093845,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.020676,            0.011407,                   0,             0.97364,               0.947,             0.97763,             0.78503,            0.025077,           0.0093714,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.019811,            0.010672,                   0,             0.97873,             0.96581,             0.98545,             0.78368,            0.024796,           0.0094538,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.020787,            0.010886,                   0,             0.97573,             0.94017,             0.97919,             0.77913,            0.025099,           0.0099344,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.020899,            0.011729,                   0,             0.94773,             0.93162,             0.97046,             0.77733,            0.025314,           0.0098216,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.021347,            0.011224,                   0,             0.95654,             0.94055,             0.96969,             0.79178,            0.024427,           0.0096442,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.020606,            0.010775,                   0,             0.96518,             0.94757,             0.98024,             0.78806,            0.024265,           0.0090955,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.020416,            0.011211,                   0,               0.973,             0.94872,             0.98024,             0.78578,            0.024313,           0.0089668,                   0,            0.001486,            0.001486,            0.001486
                 174,             0.02071,             0.01095,                   0,             0.97325,             0.94872,             0.98558,             0.78595,            0.023843,           0.0088584,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,             0.02017,            0.010954,                   0,             0.97387,              0.9555,             0.97901,             0.78039,            0.024637,           0.0091639,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.020764,            0.010716,                   0,             0.97345,             0.94001,             0.98237,             0.78889,            0.024506,            0.009065,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.020769,            0.011312,                   0,             0.96921,             0.94017,             0.98063,             0.78691,            0.024509,           0.0090911,                   0,            0.001288,            0.001288,            0.001288
                 178,             0.02057,             0.01128,                   0,             0.96144,             0.93162,             0.97973,             0.79132,            0.024732,           0.0090253,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.019776,            0.010636,                   0,             0.96459,             0.93122,             0.97917,             0.79176,            0.024413,           0.0090876,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.020745,            0.010764,                   0,             0.95614,             0.92308,             0.97554,             0.78693,            0.024515,            0.009306,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.019162,            0.010614,                   0,             0.98072,             0.94017,             0.97888,             0.78548,            0.024871,           0.0092913,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.020177,            0.011127,                   0,             0.97188,             0.93162,             0.98061,             0.78501,            0.024631,           0.0092065,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.020383,            0.011502,                   0,             0.98066,             0.94872,             0.98482,             0.78706,            0.024195,           0.0090469,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.02069,            0.011058,                   0,             0.94033,             0.94279,             0.97942,             0.78938,             0.02457,            0.008873,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.019889,            0.010865,                   0,             0.97173,             0.93162,             0.98174,             0.78535,            0.024376,           0.0090081,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.019464,            0.010424,                   0,             0.97354,             0.94353,             0.98305,             0.79741,            0.024328,           0.0088708,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.019842,            0.010419,                   0,              0.9739,             0.95726,             0.98484,             0.80039,            0.024231,           0.0089019,                   0,            0.000793,            0.000793,            0.000793
                 188,             0.01963,            0.011084,                   0,             0.94046,             0.94513,             0.97214,             0.79715,            0.023672,            0.008798,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.019459,            0.010817,                   0,             0.96488,             0.93917,             0.97522,             0.79941,            0.023883,           0.0090729,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.019095,             0.01073,                   0,             0.97365,             0.94741,             0.97801,             0.78853,            0.023924,           0.0090752,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02011,            0.010805,                   0,             0.97066,             0.94017,             0.98504,              0.7947,            0.024152,           0.0092789,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.019287,            0.010668,                   0,             0.97694,             0.94872,             0.98719,             0.79355,            0.024081,           0.0091836,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.019704,            0.011002,                   0,             0.95932,             0.95726,             0.97731,             0.78982,            0.024025,           0.0090459,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.019455,            0.010703,                   0,             0.97366,             0.94795,             0.97772,             0.79717,            0.023768,            0.009031,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.019425,            0.010181,                   0,             0.96564,              0.9608,             0.97272,             0.78844,            0.023895,           0.0089629,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.019155,            0.010569,                   0,             0.96576,             0.96438,             0.97852,             0.79093,            0.023835,            0.008942,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018939,            0.010308,                   0,             0.97367,             0.94827,             0.97765,             0.79641,            0.023589,           0.0088393,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.019089,            0.010928,                   0,             0.96485,             0.93835,             0.97475,             0.78561,            0.023921,           0.0088272,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01888,            0.010741,                   0,             0.97365,             0.94764,             0.98481,             0.79117,            0.023933,           0.0088304,                   0,            0.000199,            0.000199,            0.000199
